1E-05,0.00021620502956391,,,1E-05,0.000216205,,,1E-05,0.0002162049,,1E-05,0.0002161109257284,,1.3674015842671E-05,5.9926408864562E-05,0.043525275847333
1.2589254117942E-05,0.0001749907970761,,,1.258925E-05,0.0001749908,,,1.258925E-05,0.0001749908,,1.2589254117942E-05,0.00017490276692701,,1.6708878689687E-06,1.6708878689687E-06,0.050305587813871
1.5848931924611E-05,0.00013371340734709,,,1.584893E-05,0.0001337134,,,1.584893E-05,0.0001337133,,1.5848931924611E-05,0.00013363511714619,,5.494654667164E-06,8.0281470732226E-05,0.058550748538896
1.9952623149689E-05,9.6960947407522E-05,,,1.995262E-05,9.696093E-05,,,1.995262E-05,9.696082E-05,,1.9952623149689E-05,9.6894403971344E-05,,1.7953126968313E-05,0.00013140086334961,0.068629110954104
2.5118864315096E-05,6.7168143919068E-05,,,2.511886E-05,6.716814E-05,,,2.511886E-05,6.71681E-05,,2.5118864315096E-05,6.711386852919E-05,,5.8347123748951E-06,6.538675247741E-05,0.080805254859223
3.1622776601684E-05,4.4757057167682E-05,,,3.162278E-05,4.475706E-05,,,3.162278E-05,4.475702E-05,,3.1622776601684E-05,4.4714323880245E-05,,6.3282042750597E-06,8.3043176539676E-05,0.09547832261766
3.981071705535E-05,2.8873073383127E-05,,,3.981072E-05,2.887308E-05,,,3.981072E-05,2.887305E-05,,3.981071705535E-05,2.8840445564138E-05,,2.2917106570295E-05,8.0985930008561E-05,0.11300431566741
5.0118723362727E-05,1.8136173335867E-05,,,5.011872E-05,1.813618E-05,,,5.011872E-05,1.813616E-05,,5.0118723362727E-05,1.8111906562905E-05,,3.6744978542655E-05,7.3531867777831E-05,0.13380315964287
6.3095734448019E-05,1.1146934688129E-05,,,6.309573E-05,1.114693E-05,,,6.309573E-05,1.114692E-05,,6.3095734448019E-05,1.1129283527362E-05,,4.2057562289186E-05,0.0001317683238616,0.15834990749499
7.9432823472428E-05,6.7315530335495E-06,,,7.943282E-05,6.731553E-06,,,7.943282E-05,6.731547E-06,,7.9432823472428E-05,6.7189671648624E-06,,4.9839168152095E-07,8.9630869281246E-05,0.18696827647919
0.0001,4.0078341003657E-06,,,0.0001,4.007834E-06,,,0.0001,4.007829E-06,,0.0001,3.9990037708932E-06,,2.5042378993637E-06,0.00012725990079086,0.22032672139996
0.00012589254117942,2.3591454919899E-06,,,0.0001258925,2.359145E-06,,,0.0001258925,2.359141E-06,,0.00012589254117942,2.3530401652443E-06,,2.0854580665616E-05,0.00019040749775749,0.25879398987258
0.00015848931924611,1.376064561018E-06,,,0.0001584893,1.376064E-06,,,0.0001584893,1.376061E-06,,0.00015848931924611,1.3718943140654E-06,,4.0769744094978E-05,0.00025878277087126,0.30305605352469
0.00019952623149689,7.9682357013175E-07,,,0.0001995262,7.968228E-07,,,0.0001995262,7.968215E-07,,0.00019952623149689,7.9400380324298E-07,,9.6650222075972E-05,0.00025979800643886,0.35387593872266
0.00025118864315096,4.587420575622E-07,,,0.0002511886,4.587423E-07,,,0.0002511886,4.587426E-07,,0.00025118864315096,4.5685338048272E-07,,5.2848391819441E-05,0.00011824461940118,0.41170785375935
0.00031622776601684,2.6289259810481E-07,,,0.0003162278,2.628926E-07,,,0.0003162278,2.628933E-07,,0.00031622776601684,2.6163733370101E-07,,7.2089895908394E-07,0.00026698933140809,0.4774818358729
