1E-05,0.00021620502956391,,,1E-05,0.000216205,,,1E-05,0.0002162049
1.2589254117942E-05,0.0001749907970761,,,1.258925E-05,0.0001749908,,,1.258925E-05,0.0001749908
1.5848931924611E-05,0.00013371340734709,,,1.584893E-05,0.0001337134,,,1.584893E-05,0.0001337133
1.9952623149689E-05,9.6960947407522E-05,,,1.995262E-05,9.696093E-05,,,1.995262E-05,9.696082E-05
2.5118864315096E-05,6.7168143919068E-05,,,2.511886E-05,6.716814E-05,,,2.511886E-05,6.71681E-05
3.1622776601684E-05,4.4757057167682E-05,,,3.162278E-05,4.475706E-05,,,3.162278E-05,4.475702E-05
3.981071705535E-05,2.8873073383127E-05,,,3.981072E-05,2.887308E-05,,,3.981072E-05,2.887305E-05
5.0118723362727E-05,1.8136173335867E-05,,,5.011872E-05,1.813618E-05,,,5.011872E-05,1.813616E-05
6.3095734448019E-05,1.1146934688129E-05,,,6.309573E-05,1.114693E-05,,,6.309573E-05,1.114692E-05
7.9432823472428E-05,6.7315530335495E-06,,,7.943282E-05,6.731553E-06,,,7.943282E-05,6.731547E-06
0.0001,4.0078341003657E-06,,,0.0001,4.007834E-06,,,0.0001,4.007829E-06
0.00012589254117942,2.3591454919899E-06,,,0.0001258925,2.359145E-06,,,0.0001258925,2.359141E-06
0.00015848931924611,1.376064561018E-06,,,0.0001584893,1.376064E-06,,,0.0001584893,1.376061E-06
0.00019952623149689,7.9682357013175E-07,,,0.0001995262,7.968228E-07,,,0.0001995262,7.968215E-07
0.00025118864315096,4.587420575622E-07,,,0.0002511886,4.587423E-07,,,0.0002511886,4.587426E-07
0.00031622776601684,2.6289259810481E-07,,,0.0003162278,2.628926E-07,,,0.0003162278,2.628933E-07
0.0003981071705535,1.5010894002163E-07,,,0.0003981072,1.501091E-07,,,0.0003981072,1.501086E-07
0.00050118723362727,8.546499720951E-08,,,0.0005011872,8.546509E-08,,,0.0005011872,8.546479E-08
0.00063095734448019,4.8550376260008E-08,,,0.0006309573,4.855032E-08,,,0.0006309573,4.855063E-08
0.00079432823472428,2.753166386765E-08,,,0.0007943282,2.753171E-08,,,0.0007943282,2.753147E-08
0.001,1.559141399083E-08,,,0.001,1.559144E-08,,,0.001,1.559117E-08
0.0012589254117942,8.8205471242845E-09,,,0.001258925,8.820511E-09,,,0.001258925,8.820515E-09
0.0015848931924611,4.9862597859589E-09,,,0.001584893,4.986223E-09,,,0.001584893,4.986255E-09
0.0019952623149689,2.8171516230072E-09,,,0.001995262,2.817193E-09,,,0.001995262,2.817209E-09
0.0025118864315096,1.5911468459876E-09,,,0.002511886,1.591143E-09,,,0.002511886,1.591148E-09
0.0031622776601684,8.9848264313808E-10,,,0.003162278,8.984986E-10,,,0.003162278,8.985006E-10
0.003981071705535,5.0734825706971E-10,,,0.003981072,5.073411E-10,,,0.003981072,5.073418E-10
0.0050118723362727,2.8648667369997E-10,,,0.005011872,2.864891E-10,,,0.005011872,2.864893E-10
0.0063095734448019,1.6180086844523E-10,,,0.006309573,1.618031E-10,,,0.006309573,1.618032E-10
0.0079432823472428,9.1403744672474E-11,,,0.007943282,9.140661E-11,,,0.007943282,9.140664E-11
0.01,5.1656681452236E-11,,,0.01,5.165575E-11,,,0.01,5.165575E-11
0.012589254117942,2.920572418653E-11,,,0.01258925,2.920428E-11,,,0.01258925,2.920428E-11
0.015848931924611,1.6520377101578E-11,,,0.01584893,1.651951E-11,,,0.01584893,1.651951E-11
0.019952623149689,9.3498822869788E-12,,,0.01995262,9.349881E-12,,,0.01995262,9.349881E-12
0.025118864315096,5.2952299701454E-12,,,0.02511886,5.295539E-12,,,0.02511886,5.29554E-12
0.031622776601684,3.0015826529764E-12,,,0.03162278,3.001562E-12,,,0.03162278,3.001561E-12
0.03981071705535,1.7025126876085E-12,,,0.03981072,1.702775E-12,,,0.03981072,1.702778E-12
0.050118723362727,9.6706947941433E-13,,,0.05011872,9.669007E-13,,,0.05011872,9.668995E-13
0.063095734448019,5.4961424051833E-13,,,0.06309573,5.496237E-13,,,0.06309573,5.496149E-13
0.079432823472428,3.1279294865347E-13,,,0.07943282,3.127917E-13,,,0.07943282,3.128048E-13
0.1,1.7819937085779E-13,,,0.1,1.782382E-13,,,0.1,1.782532E-13
