.1000000000000000E-04   .2161127764270107E-03
.1258925411794166E-04   .1748952124100924E-03
.1584893192461114E-04   .1336253404295694E-03
.1995262314968879E-04   .9688603708597247E-04
.2511886431509582E-04   .6710794545893295E-04
.3162277660168380E-04   .4471059401590450E-04
.3981071705534969E-04   .2883827958991351E-04
.5011872336272725E-04   .1811072111423407E-04
.6309573444801929E-04   .1112866304078019E-04
.7943282347242822E-04   .6718653307398941E-05
.1000000000000000E-03   .3998849164559984E-05
.1258925411794167E-03   .2352965563027626E-05
.1584893192461114E-03   .1371858894564196E-05
.1995262314968879E-03   .7939871998845888E-06
.2511886431509580E-03   .4568456752178540E-06
.3162277660168379E-03   .2616337861090484E-06
.3981071705534974E-03   .1492782845197525E-06
.5011872336272725E-03   .8491981266275999E-07
.6309573444801930E-03   .4819440115204449E-07
.7943282347242813E-03   .2729999832449350E-07
.1000000000000000E-02   .1544121897288634E-07
.1258925411794167E-02   .8723394230828098E-08
.1584893192461114E-02   .4923528423255028E-08
.1995262314968879E-02   .2776712120961411E-08
.2511886431509579E-02   .1565100829396157E-08
.3162277660168379E-02   .8817208697507175E-09
.3981071705534973E-02   .4965688501840838E-09
.5011872336272725E-02   .2795588099402793E-09
.6309573444801930E-02   .1573515998639850E-09
.7943282347242814E-02   .8854863045208171E-10
.1000000000000000E-01   .4982606675422376E-10
.1258925411794167E-01   .2803336209034248E-10
.1584893192461114E-01   .1577025245755495E-10
.1995262314968879E-01   .8870332581394038E-11
.2511886431509579E-01   .4988967830604640E-11
.3162277660168379E-01   .2806191757135352E-11
.3981071705534973E-01   .1577992557321048E-11
.5011872336272725E-01   .8877901848921449E-12
.6309573444801930E-01   .4991826001080779E-12
.7943282347242814E-01   .2807386951294081E-12
.1000000000000000   .1578399515389553E-12
