.1000000000000000E-04   .2062713823773528E-03
.1258925411794166E-04   .1549004958001752E-03
.1584893192461114E-04   .1133823360839517E-03
.1995262314968879E-04   .8081268027142597E-04
.2511886431509582E-04   .5603074431314639E-04
.3162277660168380E-04   .3778665791916058E-04
.3981071705534969E-04   .2481244066180580E-04
.5011872336272725E-04   .1589627469802328E-04
.6309573444801929E-04   .9962181643688743E-05
.7943282347242822E-04   .6124775607141162E-05
.1000000000000000E-03   .3704532708612142E-05
.1258925411794167E-03   .2210187782119648E-05
.1584893192461114E-03   .1303759434011758E-05
.1995262314968879E-03   .7619412955913623E-06
.2511886431509580E-03   .4419262238452453E-06
.3162277660168379E-03   .2547466376169361E-06
.3981071705534974E-03   .1461203865396779E-06
.5011872336272725E-03   .8347963036861226E-07
.6309573444801930E-03   .4754038882194998E-07
.7943282347242813E-03   .2700401355136812E-07
.1000000000000000E-02   .1530762257187247E-07
.1258925411794167E-02   .8663219933823046E-08
.1584893192461114E-02   .4896471381052115E-08
.1995262314968879E-02   .2764567121626272E-08
.2511886431509579E-02   .1559651605271332E-08
.3162277660168379E-02   .8792800324046717E-09
.3981071705534973E-02   .4954746239760201E-09
.5011872336272725E-02   .2790693854560617E-09
.6309573444801930E-02   .1571327007917121E-09
.7943282347242814E-02   .8845083121272649E-10
.1000000000000000E-01   .4978217126537523E-10
.1258925411794167E-01   .2801365353524731E-10
.1584893192461114E-01   .1576142075086411E-10
.1995262314968879E-01   .8866409019428864E-11
.2511886431509579E-01   .4987234198700106E-11
.3162277660168379E-01   .2805408606146955E-11
.3981071705534973E-01   .1577658494385232E-11
.5011872336272725E-01   .8876243820877952E-12
.6309573444801930E-01   .4991132753152701E-12
.7943282347242814E-01   .2807073752708469E-12
.1000000000000000   .1578281903935173E-12
