.1000000000000000E-04   .2161272931638907E-03
.1258925411794166E-04   .1748346591216717E-03
.1584893192461114E-04   .1335470992888273E-03
.1995262314968879E-04   .9681910655370222E-04
.2511886431509582E-04   .6706057094577336E-04
.3162277660168380E-04   .4468076264856725E-04
.3981071705534969E-04   .2882095611764929E-04
.5011872336272725E-04   .1810123967719594E-04
.6309573444801929E-04   .1112370012993297E-04
.7943282347242822E-04   .6716142869204028E-05
.1000000000000000E-03   .3997612487080243E-05
.1258925411794167E-03   .2352368814151432E-05
.1584893192461114E-03   .1371575565257100E-05
.1995262314968879E-03   .7938543831760639E-06
.2511886431509580E-03   .4567840369067515E-06
.3162277660168379E-03   .2616054067839391E-06
.3981071705534974E-03   .1492652996357275E-06
.5011872336272725E-03   .8491390099989641E-07
.6309573444801930E-03   .4819172030313791E-07
.7943282347242813E-03   .2729878640642010E-07
.1000000000000000E-02   .1544067244932306E-07
.1258925411794167E-02   .8723148244806267E-08
.1584893192461114E-02   .4923417880533032E-08
.1995262314968879E-02   .2776662523475133E-08
.2511886431509579E-02   .1565078584467154E-08
.3162277660168379E-02   .8817109083869432E-09
.3981071705534973E-02   .4965643857601170E-09
.5011872336272725E-02   .2795568134041181E-09
.6309573444801930E-02   .1573507070119143E-09
.7943282347242814E-02   .8854823157484722E-10
.1000000000000000E-01   .4982588777209400E-10
.1258925411794167E-01   .2803328175016451E-10
.1584893192461114E-01   .1577021646186049E-10
.1995262314968879E-01   .8870316586998735E-11
.2511886431509579E-01   .4988960760557735E-11
.3162277660168379E-01   .2806188564846100E-11
.3981071705534973E-01   .1577991193099900E-11
.5011872336272725E-01   .8877895106288519E-12
.6309573444801930E-01   .4991823174786547E-12
.7943282347242814E-01   .2807385675042025E-12
.1000000000000000   .1578399032595489E-12
