

































0.0001,3.999005E-06,,0.0001,4.007834E-06,,,0.0001,3.999004E-06
0.0001258925,2.35304E-06,,0.0001258925,2.359145E-06,,,0.0001258925,2.353039E-06
0.0001584893,1.371894E-06,,0.0001584893,1.376064E-06,,,0.0001584893,1.371893E-06
0.0001995262,7.940035E-07,,0.0001995262,7.968228E-07,,,0.0001995262,7.940034E-07
0.0002511886,4.568536E-07,,0.0002511886,4.587423E-07,,,0.0002511886,4.568535E-07
0.0003162278,2.616371E-07,,0.0003162278,2.628926E-07,,,0.0003162278,2.61637E-07
0.0003981072,1.4928E-07,,0.0003981072,1.501091E-07,,,0.0003981072,1.4928E-07
0.0005011872,8.492071E-08,,0.0005011872,8.546509E-08,,,0.0005011872,8.492071E-08
0.0006309573,4.819462E-08,,0.0006309573,4.855032E-08,,,0.0006309573,4.819462E-08
0.0007943282,2.730023E-08,,0.0007943282,2.753171E-08,,,0.0007943282,2.730022E-08
0.001,1.54413E-08,,0.001,1.559144E-08,,,0.001,1.54413E-08
0.001258925,8.723378E-09,,0.001258925,8.820511E-09,,,0.001258925,8.723378E-09
0.001584893,4.923507E-09,,0.001584893,4.986223E-09,,,0.001584893,4.923507E-09
0.001995262,2.776757E-09,,0.001995262,2.817193E-09,,,0.001995262,2.776757E-09
0.002511886,1.565098E-09,,0.002511886,1.591143E-09,,,0.002511886,1.565098E-09
0.003162278,8.817366E-10,,0.003162278,8.984986E-10,,,0.003162278,8.817366E-10
0.003981072,4.965607E-10,,0.003981072,5.073411E-10,,,0.003981072,4.965607E-10
0.005011872,2.795604E-10,,0.005011872,2.864891E-10,,,0.005011872,2.795604E-10
0.006309573,1.573531E-10,,0.006309573,1.618031E-10,,,0.006309573,1.573531E-10
0.007943282,8.85509E-11,,0.007943282,9.140661E-11,,,0.007943282,8.85509E-11
0.01,4.982477E-11,,0.01,5.165575E-11,,,0.01,4.982477E-11
0.01258925,2.803146E-11,,0.01258925,2.920428E-11,,,0.01258925,2.803146E-11
0.01584893,1.576903E-11,,0.01584893,1.651951E-11,,,0.01584893,1.576903E-11
0.01995262,8.870157E-12,,0.01995262,9.349881E-12,,,0.01995262,8.870157E-12
0.02511886,4.98921E-12,,0.02511886,5.295539E-12,,,0.02511886,4.98921E-12
0.03162278,2.806154E-12,,0.03162278,3.001562E-12,,,0.03162278,2.806154E-12
0.03981072,1.578247E-12,,0.03981072,1.702775E-12,,,0.03981072,1.578247E-12
0.05011872,8.876163E-13,,0.05011872,9.669007E-13,,,0.05011872,8.876163E-13
0.06309573,4.991893E-13,,0.06309573,5.496237E-13,,,0.06309573,4.991893E-13
0.07943282,2.807353E-13,,0.07943282,3.127917E-13,,,0.07943282,2.807353E-13
0.1,1.578782E-13,,0.1,1.782382E-13,,,0.1,1.578782E-13
0.1258925,8.878555E-14,,0.1258925,1.01708E-13,,,0.1258925,8.878556E-14
0.1584893,4.992962E-14,,0.1584893,5.812638E-14,,,0.1584893,4.992962E-14
0.1995262,2.80783E-14,,0.1995262,3.327464E-14,,,0.1995262,2.80783E-14
0.2511886,1.578996E-14,,0.2511886,1.908251E-14,,,0.2511886,1.578996E-14
0.3162278,8.879508E-15,,0.3162278,1.096482E-14,,,0.3162278,8.879508E-15
0.3981072,4.993386E-15,,0.3981072,6.313562E-15,,,0.3981072,4.993387E-15
0.5011872,2.80802E-15,,0.5011872,3.643496E-15,,,0.5011872,2.808021E-15
0.6309573,1.579081E-15,,0.6309573,2.107641E-15,,,0.6309573,1.579081E-15
0.7943282,8.879884E-16,,0.7943282,1.222283E-15,,,0.7943282,8.879887E-16
1,4.993558E-16,,1,7.107293E-16,,,1,4.993557E-16
1.258925,2.808098E-16,,1.258925,4.144297E-16,,,1.258925,2.808096E-16
1.584893,1.579114E-16,,1.584893,2.42362E-16,,,1.584893,1.579114E-16
1.995262,8.87998E-17,,1.995262,1.421651E-16,,,1.995262,8.880038E-17
2.511886,4.99361E-17,,2.511886,8.365208E-17,,,2.511886,4.993624E-17
3.162278,2.808105E-17,,3.162278,4.937984E-17,,,3.162278,2.808126E-17
3.981072,1.579101E-17,,3.981072,2.924401E-17,,,3.981072,1.579128E-17
5.011872,8.880006E-18,,5.011872,1.737621E-17,,,5.011872,8.880099E-18
6.309573,4.993532E-18,,6.309573,1.035884E-17,,,6.309573,4.993651E-18
7.943282,2.80804E-18,,7.943282,6.195881E-18,,,7.943282,2.808138E-18
10,1.579075E-18,,10,3.71808E-18,,,10,1.579133E-18
12.58925,8.878965E-19,,12.58925,2.238399E-18,,,12.58925,8.880122E-19
15.84893,4.993402E-19,,15.84893,1.351853E-18,,,15.84893,4.993662E-19
19.95262,2.8083E-19,,19.95262,8.18951E-19,,,19.95262,2.808143E-19
25.11886,1.578165E-19,,25.11886,4.975975E-19,,,25.11886,1.579135E-19
31.62278,8.886121E-20,,31.62278,3.032076E-19,,,31.62278,8.880132E-20
39.81072,4.989498E-20,,39.81072,1.85263E-19,,,39.81072,4.993666E-20
50.11872,2.800494E-20,,50.11872,1.13492E-19,,,50.11872,2.808145E-20
63.09573,1.574262E-20,,63.09573,6.969602E-20,,,63.09573,1.579136E-20
79.43282,8.84709E-21,,79.43282,4.28997E-20,,,79.43282,8.880136E-21
100,4.976488E-21,,100,2.646307E-20,,,100,4.993668E-21
