

































,,’˝”‡œ“ŒÛ≤Ó,0.0001,0.22077991900485,,qweŒÛ≤Ó,0.0001,2.5006220282103E-05
,,,0.0001258925,0.25945160303268,,,0.0001258925,4.2498215067141E-05
,,,0.0001584893,0.30395934379769,,,0.0001584893,7.2891928970285E-05
,,,0.0001995262,0.35507400156295,,,0.0001995262,1.2594402927079E-05
,,,0.0002511886,0.41341471315976,,,0.0002511886,2.1888850168232E-05
,,,0.0003162278,0.47986313867566,,,0.0003162278,3.8220879242704E-05
,,,0.0003981072,0.55539924973205,,,0.0003981072,0
,,,0.0005011872,0.64104504072092,,,0.0005011872,0
,,,0.0006309573,0.73804918474302,,,0.0006309573,0
,,,0.0007943282,0.84790494439058,,,0.0007943282,3.6629728027489E-05
,,,0.001,0.97232745947556,,,0.001,0
,,,0.001258925,1.1134792049594,,,0.001258925,0
,,,0.001584893,1.2738074709755,,,0.001584893,0
,,,0.001995262,1.4562311358178,,,0.001995262,0
,,,0.002511886,1.6641130459562,,,0.002511886,0
,,,0.003162278,1.9010212346862,,,0.003162278,0
,,,0.003981072,2.1710135336929,,,0.003981072,0
,,,0.005011872,2.4784268444315,,,0.005011872,0
,,,0.006309573,2.8280345287128,,,0.006309573,0
,,,0.007943282,3.2249361666567,,,0.007943282,0
,,,0.01,3.6748388401994,,,0.01,0
,,,0.01258925,4.1839418995657,,,0.01258925,0
,,,0.01584893,4.7592020561823,,,0.01584893,0
,,,0.01995262,5.4082920967464,,,0.01995262,0
,,,0.02511886,6.1398297526061,,,0.02511886,0
,,,0.03162278,6.9635522498052,,,0.03162278,0
,,,0.03981072,7.8902731955138,,,0.03981072,0
,,,0.05011872,8.9322830146314,,,0.05011872,0
,,,0.06309573,10.103261428079,,,0.06309573,0
,,,0.07943282,11.41872789065,,,0.07943282,0
,,,0.1,12.896017309546,,,0.1,0
,,,0.1258925,14.554676971647,,,0.1258925,1.126309404875E-05
,,,0.1584893,16.416628045637,,,0.1584893,0
,,,0.1995262,18.506604744589,,,0.1995262,0
,,,0.2511886,20.852174419695,,,0.2511886,0
,,,0.3162278,23.484544413947,,,0.3162278,0
,,,0.3981072,26.438492838327,,,0.3981072,2.0026491054543E-05
,,,0.5011872,29.753206885991,,,0.5011872,3.5612281971439E-05
,,,0.6309573,33.472633766096,,,0.6309573,0
,,,0.7943282,37.646280064019,,,0.7943282,3.3784225114269E-05
,,,1,42.329236988937,,,1,2.0025801238715E-05
,,,1.258925,47.583773785673,,,1.258925,7.1222585541279E-05
,,,1.584893,53.479736105183,,,1.584893,0
,,,1.995262,60.096193910347,,,1.995262,0.00065315462422946
,,,2.511886,67.518248321355,,,2.511886,0.00028035829791595
,,,3.162278,75.84755555793,,,3.162278,0.00074783528393407
,,,3.981072,85.194043952857,,,3.981072,0.0017098336331919
,,,5.011872,95.677908325738,,,5.011872,0.0010472965896564
,,,6.309573,107.44515104739,,,6.309573,0.0023830827558466
,,,7.943282,120.6478896312,,,7.943282,0.0034899787752283
,,,10,135.4593670345,,,10,0.003673036429555
,,,12.58925,152.10134289301,,,12.58925,0.013030798071612
,,,15.84893,170.72785247412,,,15.84893,0.005206870986958
,,,19.95262,191.6180607485,,,19.95262,0.0055905708079623
,,,25.11886,215.30131513498,,,25.11886,0.061463788640604
,,,31.62278,241.21480002354,,,31.62278,0.067397236657037
,,,39.81072,271.30589089323,,,39.81072,0.083535457875717
,,,50.11872,305.25707250221,,,50.11872,0.27320179939682
,,,63.09573,342.72185951258,,,63.09573,0.30960538970006
,,,79.43282,384.90181517312,,,79.43282,0.37352394968289
,,,100,431.76195742861,,,100,0.34522337841466
