.1000000000000000E-04   .2163056090744385E-03
.1258925411794166E-04   .1723740111261147E-03
.1584893192461114E-04   .1305279852335446E-03
.1995262314968879E-04   .9427253783958124E-04
.2511886431509582E-04   .6526685614762761E-04
.3162277660168380E-04   .4355283409255261E-04
.3981071705534969E-04   .2816586387087464E-04
.5011872336272725E-04   .1774241489452042E-04
.6309573444801929E-04   .1093568810486391E-04
.7943282347242822E-04   .6620939900645953E-05
.1000000000000000E-03   .3950668711174556E-05
.1258925411794167E-03   .2329697046650916E-05
.1584893192461114E-03   .1360803363929986E-05
.1995262314968879E-03   .7888015625971176E-06
.2511886431509580E-03   .4544378961951920E-06
.3162277660168379E-03   .2605247501231383E-06
.3981071705534974E-03   .1487706793835536E-06
.5011872336272725E-03   .8468865167582493E-07
.6309573444801930E-03   .4808955031637185E-07
.7943282347242813E-03   .2725259069254889E-07
.1000000000000000E-02   .1541983714724755E-07
.1258925411794167E-02   .8713769348132666E-08
.1584893192461114E-02   .4919202745737266E-08
.1995262314968879E-02   .2774771176445169E-08
.2511886431509579E-02   .1564230246267561E-08
.3162277660168379E-02   .8813310028534156E-09
.3981071705534973E-02   .4963941144959868E-09
.5011872336272725E-02   .2794806644313300E-09
.6309573444801930E-02   .1573166524370848E-09
.7943282347242814E-02   .8853301767224972E-10
.1000000000000000E-01   .4981906080225427E-10
.1258925411794167E-01   .2803021719473438E-10
.1584893192461114E-01   .1576884338160309E-10
.1995262314968879E-01   .8869706485637099E-11
.2511886431509579E-01   .4988691091255834E-11
.3162277660168379E-01   .2806066794608245E-11
.3981071705534973E-01   .1577939168245160E-11
.5011872336272725E-01   .8877637821825384E-12
.6309573444801930E-01   .4991715367903940E-12
.7943282347242814E-01   .2807336989994147E-12
.1000000000000000   .1578380634610526E-12
