.1000000000000000E-04   .9756338038152892E-04
.1258925411794166E-04   .7209928632426168E-04
.1584893192461114E-04   .5361098729319254E-04
.1995262314968879E-04   .3986290860926966E-04
.2511886431509582E-04   .2940344062117969E-04
.3162277660168380E-04   .2133836975057452E-04
.3981071705534969E-04   .1513470725861186E-04
.5011872336272725E-04   .1045025670092856E-04
.6309573444801929E-04   .7016255631854911E-05
.7943282347242822E-04   .4584793435063847E-05
.1000000000000000E-03   .2922528025891262E-05
.1258925411794167E-03   .1822594073351494E-05
.1584893192461114E-03   .1115462306307236E-05
.1995262314968879E-03   .6719538300330455E-06
.2511886431509580E-03   .3994915095794969E-06
.3162277660168379E-03   .2349508406272748E-06
.3981071705534974E-03   .1369658209288827E-06
.5011872336272725E-03   .7927564103645072E-07
.6309573444801930E-03   .4562053225471922E-07
.7943282347242813E-03   .2613126865485975E-07
.1000000000000000E-02   .1491227312239441E-07
.1258925411794167E-02   .8484624810280352E-08
.1584893192461114E-02   .4815980777479026E-08
.1995262314968879E-02   .2728376614174202E-08
.2511886431509579E-02   .1543387940466886E-08
.3162277660168379E-02   .8719876728286816E-09
.3981071705534973E-02   .4922013605566855E-09
.5011872336272725E-02   .2776045183175365E-09
.6309573444801930E-02   .1564772086995116E-09
.7943282347242814E-02   .8815791443247684E-10
.1000000000000000E-01   .4965050277978427E-10
.1258925411794167E-01   .2795444545835518E-10
.1584893192461114E-01   .1573486291273822E-10
.1995262314968879E-01   .8854626088863947E-11
.2511886431509579E-01   .4982042303515259E-11
.3162277660168379E-01   .2803055794272494E-11
.3981071705534973E-01   .1576667115609765E-11
.5011872336272725E-01   .8871185218786897E-12
.6309573444801930E-01   .4989052122915436E-12
.7943282347242814E-01   .2806130622557720E-12
.1000000000000000   .1577944942805084E-12
