.1000000000000000E-04   .2161109257283965E-03
.1258925411794166E-04   .1749027669270107E-03
.1584893192461114E-04   .1336351171461914E-03
.1995262314968879E-04   .9689440397134354E-04
.2511886431509582E-04   .6711386852918999E-04
.3162277660168380E-04   .4471432388024527E-04
.3981071705534969E-04   .2884044556413825E-04
.5011872336272725E-04   .1811190656290530E-04
.6309573444801929E-04   .1112928352736182E-04
.7943282347242822E-04   .6718967164862390E-05
.1000000000000000E-03   .3999003770893215E-05
.1258925411794167E-03   .2353040165244280E-05
.1584893192461114E-03   .1371894314065427E-05
.1995262314968879E-03   .7940038032429829E-06
.2511886431509580E-03   .4568533804827192E-06
.3162277660168379E-03   .2616373337010052E-06
.3981071705534974E-03   .1492799076950128E-06
.5011872336272725E-03   .8492055164423179E-07
.6309573444801930E-03   .4819473626670893E-07
.7943282347242813E-03   .2730014981734240E-07
.1000000000000000E-02   .1544128728944165E-07
.1258925411794167E-02   .8723424979478448E-08
.1584893192461114E-02   .4923542241237548E-08
.1995262314968879E-02   .2776718320698587E-08
.2511886431509579E-02   .1565103610030447E-08
.3162277660168379E-02   .8817221149277404E-09
.3981071705534973E-02   .4965694082393271E-09
.5011872336272725E-02   .2795590595081257E-09
.6309573444801930E-02   .1573517114707891E-09
.7943282347242814E-02   .8854868031186784E-10
.1000000000000000E-01   .4982608912701129E-10
.1258925411794167E-01   .2803337213285469E-10
.1584893192461114E-01   .1577025695701591E-10
.1995262314968879E-01   .8870334580696207E-11
.2511886431509579E-01   .4988968714361768E-11
.3162277660168379E-01   .2806192156171316E-11
.3981071705534973E-01   .1577992727850015E-11
.5011872336272725E-01   .8877902691744899E-12
.6309573444801930E-01   .4991826354367379E-12
.7943282347242814E-01   .2807387110822790E-12
.1000000000000000   .1578399575740121E-12
